,index,Tweet,HS
1800,303,pak anies memang selalu yang balik,HATE
1801,304,pak jokowi presiden banyak fitnah dan caci maki dari oposisi gilir kalau anies presiden orang surat pemberitahuan tahun deny tidak bakal berani sadis banget anies dan dukung,HATE
1802,305,ya maklum lah bapak anies kan mantan menteri didik lama 2 tahun sedang bapak gp hanya gubernur tetapi sat set dalam karya nyata bukan rangkai kata kata,NON_HATE
1803,306,komisaris badan usaha milik negara yang bicara begitu mata nya picek amp tidak punya prestasi kerja yang baik untuk mempe ahankan jabat kecuali dengan cara serang anies terus terus,HATE
1804,307,anies memang jago ngeles cocok jadi juru bicara beranta jadi pimpin daerah boro boro presiden,HATE
1805,308,insya allah atas izin dan rida allah subhanahu wa taala pak anies baswedan jadi presiden ri tahun 2024 amin,NON_HATE
1806,309,keren anies baswedan bisa jadi orang lain jadi tenar,HATE
1807,310,terus lama jabat kemarin apa saja bijak pak anies soal ini sudah pernah jadi program atau masih cita cita saja bentuk,NON_HATE
1808,311,pak anies 5 tahun jadi gubernur banyak program yang janji tak laksana masuk baik kawasan kumuh pak heru jabat belum 1 tahun,NON_HATE
1809,312,in saya allah anies presiden,NON_HATE
1810,313,anies tidak laku,HATE
1811,314,lawan anies milu 2024 ini memang berat,HATE
1812,315,adik jadi lagi a pikir pak anies mau saja kamu suruh kakak bina eh iya kan ancam nya kamu di pecat kalau tidak membully pak anies ya makanya kamu rela di hujat warganet demi komisaris cabang buzzer ya,NON_HATE
1813,316,dan tidak ada undang undang yang larang pindah pilih misal dulu prabowo sekarang pilih anies a inya bukan serah tapi pilih yang baik dari yang baik simple kok,NON_HATE
1814,317,jadi kalau soal ini begini pak anies pernah terbit kepgub nomor 891 2020 isi adendum panjang kontrak kelola air oleh swasta lalu di warning oleh bpkp dan komisi berantas korupsi kemudian batal kepgub nya oleh beliau dan kembali ke kepgub lama tahun 2003 kontrak akhir 2023,NON_HATE
1815,318,memang mntab karya pak anies yang awal nya dulu jauh dari sponsor jauh dari puji cebong tapi sekarang balik memang tuhan itu buat kelumit yang hebat,HATE
1816,319,betapa licik rezim dungu ini cerdas anda jauh di bawah anies bahkan kelas anda pak,HATE
1817,320,mau lihat hajat sungguh formula e itu pas tahun 2024 telah pilih presiden usai dan anies kalah lihat telah itu apakah akan ludes jual atau tidak tiket formula e,NON_HATE
1818,321,masih yakin anies bakal maju jadi calon tidak akan kayak buang buang energi dengar bacot nya,HATE
1819,322,bukan tidak berani berani untuk apa kalau anies sudah jadi ri 1,HATE
1820,323,laku anies elek,NON_HATE
1821,324,kamu kali yang tolol bin dongok bong paling kamu mimpi juga sibuk bully anies dasar tidak guna sampah adab,HATE
1822,325,bikin fitnah ke anies saja kamu,HATE
1823,326,politik sakit hati yang tampak tanpa malu hilang jejak anies amp tidak undangnnya anies saat formula e adalah bukti brutal politik balas dendam sukses formula e bukti nyata rekam jejak anies baswedan di jaka a,NON_HATE
1824,327,jawab tiga nama calon wakil presiden anies baswedan kuat cek khofifah agus harimurti yudhoyono dan aher siapa paling kayak,HATE
1825,328,clear sudah sebab anies henti karena telah gagal ampo anggar dapat dan belanja negara lewat tpg makanya langsung pecat,HATE
1826,329,assalaamu alaikum alhamdulillah musium nabi muhammad saw di ancol yang di gagas dan bangun tahun 2020 oleh bapak anies baswedan telah selesai dan belum ter ekspos media bagus nih buat destinasi wisata edukatif untuk anak anak,NON_HATE
1827,330,kata anies masih mending bahan bakar minyak,NON_HATE
1828,331,kalau dia tau malu dan tidak selalu rasa benar bukan anies nama,HATE
1829,332,lucu anies tidak undang di formula e jaka a tahun ini padahal beliau bagai gagas formula e paksa masuk kasus komisi berantas korupsi sedang mereka dengan antusias rebut selenggara di tahun ini tidak punya empati dan etika memang air susu balas dengan air tuba,NON_HATE
1830,333,anti anies amp busuk politik dulu ogah di era anies kini pe amina sponsor formula e said didu sentil badan usaha milik negara untuk politik kuasa,HATE
1831,334,hebat apa usaha untuk abur fakta formula e ini akan selalu identik dengan anies baswedan,NON_HATE
1832,335,ini blunder beda kalau lihat apa yang laku pak anies di daerah khusus ibukota,NON_HATE
1833,336,strategi goblok yang bakal akhir fatal pe sama bantu jokowi agar bisa 2 kandidat saja otomatis suara ambil bagi dari jokower dong nah anies kan tidak ikut pasti all in ke prabowo tidak ada cerita bakal pilih tugas pak ai terus ganjar dapat apa,NON_HATE
1834,337,akhir jhon sitorus aku hasil kerja anies baswedan walaupun dengan muka tembok,NON_HATE
1835,338,di sini lebih jelas betapa picik dan benci kepada dulu di hambat sekarang bangga e prix sayang makin hapus anies makin kenang rakyat,HATE
1836,339,anies begitu lah biar cebong biadab gonggong sampai busa wkwk,HATE
1837,340,wkwk parah memang dukung anies,NON_HATE
1838,341,sudah tidak kejut lagi sudah lewat tanggal yang janji untuk umum bacawapresnya anies koalisi ubah ubah jual naarasi terus,HATE
1839,342,hibur melulu sudah ganjar jadi a is saja tidak usah jadi presiden biar presiden jadi tanggung jawab anies agar indonesia maju dan modern,NON_HATE
1840,343,sepatu giring ketua psi yang sombong angkuh berani sama anies doang kalau sama yang lain mincep,HATE
1841,344,saya tetap pilih anies dong agar indonesia lebih maju modern daulat dan adil makmur,HATE
1842,345,kamu goblok bu anies yang bilang sendiri,HATE
1843,346,tetap semangat bung anies,HATE
1844,347,tolol nyata itu anies sudah jadi warga biasa dia ber hak untuk tonton dengan beli tiket sendiri,HATE
1845,348,cium bau bau anies bakal jegal dengan kasar,HATE
1846,349,rekam jejak ganjar bagi sembako semarang demak banjir wadas tugas pak ai rekam jejak anies jis rumah susun aquarium formula e dan lain lain bukan tugas pak ai,NON_HATE
1847,350,makin di dzalimi rakyat makin simpati kepada bapak anies daripada sikap rezim saat ini rakyat bisa nilai mana pimpin yang tulus dan mana pimpin yang bulus yuk sempat pilih umum yang akan datang guna hak pilih kita untuk pilih pimpin yang amanah yaitu bapak anies rasyid baswedan,NON_HATE
1848,351,baru hasil survei calon presiden 2024 anies terjun bebas prabowo dan ganjar roket cek simulasi h2h,HATE
1849,352,check sus pudjiastuti if she is actually pro rusia cina orang not orang anies baswedan,HATE
1850,353,itu bukan langgar langgar hanya laku untuk anies dan tim ucap juru bicara bawasnies,HATE
1851,354,kalau tidak anies ya prabowo atau kalau tidak prabowo ya anies mengaten njih nuwun,HATE
1852,355,jegal anies sampai tuntas hidup istana tindas rakyat biasa,HATE
1853,356,lihat buzzerp sama cebong pada jilat ludah sendiri sekarang ya pak proud of kamu pak anies,HATE
1854,357,kenapa tidak terus anies kemarin ini waris ahok ya,HATE
1855,358,ketua umum hutang budi saja kasus perkara mshboetines bisa ungkap dan tenggelam kalau pilih anies,HATE
1856,359,yang ngeraung2 para cebong pas tau anies beli tiket sendiri apalagi tonton di tribun yang baur dengan tonton lain makin jadi citra wkwk,HATE
1857,360,kaum cundang yang nilai formula e gagal dan sekarang mereka tidak punya malu untuk laku yang dua di sirkuit pak anies memang cundang tidak punya aurat malu,HATE
1858,361,top pak anies,NON_HATE
1859,362,dulu masalahin anies waktu mau buat formula e sekarang kalian malah ngebangga2in apa sih ini,NON_HATE
1860,363,tidak balik tuhdem belum pernah jadi di indonesia kecuali pak ai bunglon ada kader korupsi malah ribut dengan lembaga tegak hukum belum sudah sok atur andai bisa kuasa perilaku kalian pasti diktaor restorasi taaekkk,HATE
1861,364,the reason kenapa my bos is pro anies,NON_HATE
1862,365,waktu pak anies di nyinyir,HATE
1863,366,tidak tolak ikn pun para cebong sudah pasti tolak anies kalau begitu anies presiden kalimantan batal jadi ibu kota negara wkwk,HATE
1864,367,anies mahfud md,NON_HATE
1865,368,anies turun tinggal 12 5 kasih tau susilo bambang yudhoyono segera pergi dari koalisi ubah,HATE
1866,369,embung yang bangun bupati yang klaim karya gubernur yang sibuk lari pagi ke mana mana banjir di semarang miskin di jawa tengah di biar itu salah pak anies,NON_HATE
1867,370,nama calon wakil presiden anies baswedan di 2024 ini kejut yang nanti nanti banyak orang,HATE
1868,371,moga 2024 anies ri 1 dari eva paling pas jadi menteri sehat amin ya rabi,NON_HATE
1869,372,anies di bully makin sinar anti cina penghianat dan oligarkhi para taipan,HATE
1870,373,yang penting itu bukti transfer uang formula e ke siapa anies kok tidak mau tunjuk ada apa,NON_HATE
1871,374,balik itu brow pak anies yang halu panjang hingga suka mimpi di siang bolong,HATE
1872,375,simak survei baru calon presiden 2024 prabowo subianto lawan ganjar lawan anies cnbc indonesia,HATE
1873,376,biar kamu bicara jungkir balik sampai mampus tetap anies pilih,HATE
1874,377,tetap dong pilih anies agar indonesia lebih maju modern dan adab daripada pilih ganjar suka bokep tanpa prestasi yang dukung pak ai dengan kasus korupsi banyak se indonesia,HATE
1875,378,gue tinggal di jaka a terima kasih pak anies di masa bapak tidak banjir lagi,HATE
1876,379,di bukti saja kalau memang ada korupsi pak anies nyata sampai sekarang tidak ada bukti kan,HATE
1877,380,hibur diri dengan pooling karena sudah 5 tahun elektabilitas anies stagnan bahkan cenderung turun,NON_HATE
1878,381,wah akhir hilang benci datang cinta nya selamat 2024 pilih anies 0rang cantik pasti bijak pilih,HATE
1879,382,lihat banget ingin jatuh anies nih rezim kodok rakus,HATE
1880,383,5 tahun lebih bayar anies 2 tahun lebih bayar jokowi ahok,HATE
1881,384,program ajar pak anies tiru ya,NON_HATE
1882,385,mana komennya 6 ekor yang dulu nyinyir formula e pak anies eh sekarang lanjut oleh gakbenernya mereka apa tidak malu itu mau taruh mana muka taruh ke asal saja got,HATE
1883,386,begitu juga jika prabowo gagal calon presiden sesuatu jadi pada maka prediksi saya suara prabowo dan ganjar semua ke anies titik,HATE
1884,387,dengan banyak info rusak tatanan negara hari ini ayo tuju ubah dan pilih anies rasyid baswedan presiden 2024 apa masih mau pilih yang laeeen apa pilih yang suka bokep apa pilih yang sisa orde bobrok sudah uzhur pula guna cerdas untuk pilih bro,HATE
1885,388,calon wakil presiden anies baswedan sudah tentu demokrat percaya sosok bisa kejut prabowo dan ganjar,HATE
1886,389,tak undang ke formula anies tuding main korban rudi bukti transfer commitment fee lagi minta komisi berantas korupsi,HATE
1887,390,jadi ya ini bukan barang baru di beberapa daerah lain di indonesia juga sama sudah laku pak anies perlu naik level ide yang lebih besar dalam kontestasi tuju tangga presiden ini untuk tunjuk kapasitas bukan lagi cocok untuk jadi kepada tapi bagai presiden,NON_HATE
1888,391,denny indrayana aku minta mahfud md bantu anies jadi calon presiden agar demokrasi lebih sehat,NON_HATE
1889,392,anies fito2 dengan dukung nya kok kamu yang susah ada apakah dengan diri,NON_HATE
1890,393,penting banget ini tapi pe anyaannya ini kemarin jalan tidak sama pak anies kayak doable di level kota kabupaten atau kalau di jaka a ya propinsi masuk apa kemarin di jaka a swastanisasi air jadi atau tidak warga kampung kota jaka a bagaimana akses sama air,NON_HATE
1891,394,tugas mereka cuma satu serang anies,HATE
1892,395,dulu ogah di era anies kini pe amina sponsor formula e said didu sentil badan usaha milik negara untuk politik kuasa,NON_HATE
1893,396,jadi siapa yang bgelindungi anies di case formula e,NON_HATE
1894,397,ini berita hoaks saudara ku yang ada statment anies apabila sudah jadi undang undang harus lanjut kan saudara ku jangan kawatir lanjut ikn,NON_HATE
1895,398,sepe inya kalau anies menang bebas bicara tidak akan ada lagi gambar dari pola pikir dukung nya yang sepe i sih putri kera ini,NON_HATE
1896,399,belum apa apa dan belum jadi apa apa buzzer anies sudah pakai ancam apalagi nanti kalau sudah jadi benar ngeriiiih,NON_HATE
1897,400,banyak lebih anies saran pilih agus harimurti yudhoyono jadi calon wakil presiden,HATE
1898,401,anies presiden kualitas didik indonesia tingkat dan harkat sama abat guru angkat,NON_HATE
1899,402,sih turun antek belanda memang dungu bos makanya dia benci amat sama pak anies,HATE
1900,403,tidak fitnah anies tidak cair dari jokowi,HATE
1901,404,kalau gagal dukung anies tidak akan alih suara ke siapa karena tidak yakin pilih umum bisa langsung,HATE
1902,405,tetapi sebentar lagi korupsi formula e era anies akan ungkap surat pemberitahuan tahun dana bts oleh jhony llate oaryai nasional demokrat,HATE
1903,406,bukan momen yang tepat untuk periksa pak anies tentang formula e,NON_HATE
1904,407,benar salah anies apa ya seperti benci banget sama enzim wkwk,NON_HATE
1905,408,sukses formula e bukti nyata rekam jejak anies baswedan di jaka a,NON_HATE
1906,409,kalau anies jadi calon wakil presiden prabowo mungkin tidak,HATE
1907,410,kayak ijazah anies palsu deh gue enggak percaya gue bsru percaya kalau lihat di adil kalau cuma photo photo atau lihat bisa saja edit kalau ijazah bisa saja itu dibuay di jalan pramuka,NON_HATE
1908,411,korupsi formula e memang ada kalaupun ada karena dipaksain agar anies tak jadi calon presiden lalu korupsi bts kapan jadi memang anies ikut makan uang lah duit sudah habis di zaman pak surya paloh ada di lingkar koruptor,HATE
1909,412,anies itu orang maaf jadi tidak akan ngapa2in densi kecuali densi buat hal yang sama telah anies jadi presiden ya waktu akan proses sesuai dengan salah begitu juga dengan dukung anies kalau buat kriminal ya akan dipenjarain kenapa karena anies orang adil,NON_HATE
1910,413,tumben tinggal anies tidak hapus pak heru yang hormat biasa alergi betul sama tinggal anies,NON_HATE
1911,414,sudah jelas kalau sampai anies jegal dalam pilih presiden maka ini maksud dari cawe2nya dapat kata anies adalah calon yang tidak bela penting bangsa dan negara versi kuasa,NON_HATE
1912,415,supaya anies sadar diri,HATE
1913,416,tertawa gue bencong tidak akan sukses acara kalau tidak ada dasar nya dari pak anies,HATE
1914,417,nikmat mana yang kamu dusta kan bencong kalengdi satu sisi kalian bilang tangkap anies karena formula e di sisi lain kamu puji formula e saat itu hubung dengan yang lempar kan tulang,NON_HATE
1915,418,kalau 3 pasang calon ya anies yang menang presiden 2024,NON_HATE
1916,419,muak dengan pak anies tapi nikmat karya jahat tidak itu,NON_HATE
1917,420,siapa pun siap calon presiden tetap anies,NON_HATE
1918,421,2024 ganjar presiden dengan anies,HATE
1919,422,wakil pak anies harus lebih low profil low context pak anies apa ada tidak bisa dadak narasi receh,NON_HATE
1920,423,anies is the best,NON_HATE
1921,424,wah jabat menteri sehat sudah di tangan kalau presiden masih jokowi kalau presiden anies waktu tempat di pulau luar amp pencil dalam rangka perata tenaga dokter yang bagus di daerah daerah ptt,NON_HATE
1922,425,rocky gerung gerung selenggara masih orang tunjuk anies dia sendiri yang minta jangan undang agar buzzerp anies tidak habis goreng terus sih tukang cha er jet pribadi mewah itu lalu beli ticket non vip dan sih gerung lah korban main korban nya,NON_HATE
1923,426,pak anies high profil high context memang jadi berat curi atensi rakyat kecil masih banyak yang suka receh2,NON_HATE
1924,427,anies bukan ekonom meski s1 ekonomi kalau dia ekonom pasti urus hutang pribadi 92 sama ketika pilih kepala daerah daerah khusus ibukota sudah selesai dan tidak cuat ke publik tidak ada bangun mubazir surat pemberitahuan tahun tugu bambu peti mati waring tugu sepeda dan sepatu bangun jis tanpa hutang dan lain lain,NON_HATE
